ean,asin,brand,Weblink,product_description,image_location,Amazon_Item_model_number,Amazon_Bestsellers_Rank,Bullet_Description,Amazon_Landed_Price,IPG_Cat_Desc_1_name,IPG_Cat_Desc_1_P,dim,le,wi,hi,we
737052483214,B0037QG7ME,Lacoste,https://www.amazon.co.uk/dp/B0037QG7ME,"LACOSTE Essential is a smooth and masculine fragrance that is characterised by its values of freedom, enjoyment and relaxation. From the office to the gym, this fragrance stays fresh throughout your busiest day. Lacoste Essential's Time-Release Technology empowers this uplifting, fresh, fruity scent to be reanimtaed on the skin, long after the first time it is sprayed. Freshness remains all day long.  Top Notes:Aquatic Citrus, Tangerine, Bergamot, Tomato Leaves, Cassis Heart Notes: Spicy Floral, Black Pepper, Rose Base Notes: Patchouli, Sandalwood, Wood Accord",https://images-eu.ssl-images-amazon.com/images/I/21sBmMUKRDL.jpg,48321,232277,sprayed,45.00,"Eau de Toilette",Men,"11 x 10.4 x 4.6 cm ; 454 g",11,10.4,4.6,"454 g"
5055402923155,B00BF9S034,"The Only Way Is Essex",https://www.amazon.co.uk/dp/B00BF9S034,"TOWIE PLATINUM VIP. For the man who is always part of an exciting and exclusive group, where looking dapper and reem is a lifestyle. A fruity oriental accord opening with bright citrus notes of lemon, ozone, mandarin, pepper and cardamom - perfect for any night out.",https://images-eu.ssl-images-amazon.com/images/I/41DtC8XbFRL.jpg,85EX100VIP,62119,"Being a Platinum VIP is all about making sure you are part of the exciting, exclusive and trendy lifestyle!,Fragrance for Men,Fruity, oriental accord,Opening with bright citrus accords of lemon, ozone, manderin, pepper and cardamom,100ml bottle",,Aftershaves,Men,NA,NA,,,"340 g"
3607340126000,B005GWG9JS,"Calvin Klein",https://www.amazon.co.uk/dp/B005GWG9JS,"Calvin Klein Eternity for Men Aqua Eau de Toilette Spray 30 ml",https://images-eu.ssl-images-amazon.com/images/I/31QbOkVFwEL.jpg,205062,522634,"Calvin Klein: CK Eternity,Aqua Men EdT 30 ml (30 ml),CK Eternity Aqua Men EdT 30 ml (30 ml),item is new , boxed & sealed,item is 100% genuine",26.47,"Eau de Toilette",Men,NA,NA,,,"159 g"
3607342108011,B007WA8JN6,"Calvin Klein",https://www.amazon.co.uk/dp/B007WA8JN6,"Calvin Klein Eternity Aqua Eau De Toilette",https://images-eu.ssl-images-amazon.com/images/I/31KQbgMi7UL.jpg,8Q3822IKO,,,,Wellness,Categories,NA,NA,,,"49.9 g"
088300605385,B000C1VTJS,"Calvin Klein",https://www.amazon.co.uk/dp/B000C1VTJS,,https://images-eu.ssl-images-amazon.com/images/I/310lLfyWQoL.jpg,121627,24476,"Fragrance by the designer house of Calvin Klein,An aromatic scent,Top notes: lavender, mandarin orange, bergamot, lemon,Middle notes: corriander, lily orange blossom, juniper berries, basil, jasmine, sage, lily of the valley, geranium,Base notes: sandalwood, amber, musk, vetiver, Brazilian rosewood",17.21,Aftershaves,Men,"5.4 x 3.5 x 3.5 cm ; 9.07 g",5.4,3.5,3.5,"9.07 g"
088300105304,B0009OAGPQ,"Calvin Klein",https://www.amazon.co.uk/dp/B0009OAGPQ,"Eternity by Calvin Klein is a Aromatic Fougere fragrance for men. Calvin Klein introduced Eternity in 1989. The nose behind this fragrance is Carlos Benaim. Eternity is a all around fragrance. Top Notes: Lavender, Mandarin Orange, Bergamot, Lemon Middle Notes: Coriander, Lily, Orange Blossom, Juniper Berries, Basil, Jasmine, Sage, Lily-of-the-Valley, Geranium Base Notes: Vetiver, Sandalwood, Amber, Musk, Brazilian Rosewood",https://images-eu.ssl-images-amazon.com/images/I/416MHoqKMQL.jpg,119093,13836,"Fragrance by the designer house of Calvin Klein,An aromatic scent,Top notes: lavender, mandarin orange, bergamot, lemon,Middle notes: corriander, lily orange blossom, juniper berries, basil, jasmine, sage, lily of the valley, geranium,Base notes: sandalwood, amber, musk, vetiver, Brazilian rosewood",19.95,Aftershaves,Men,"6 x 4.1 x 4.1 cm ; 13.6 g",6,4.1,4.1,"13.6 g"
088300187409,B001MS0TFK,"Calvin Klein",https://www.amazon.co.uk/dp/B001MS0TFK,"Euphoria Men, the new fragrance from Calvin Klein, an addictive fresh oriental with an intruiguing freshness and modern sensuality. Top notes of ginger pepper cocktail, raindrop accord and chilled sudachi. An aromatic heart of black basil, cedar leaf and hydroponic sage. A sensual drydown of creamy suede, addictive patchouli, brazilian redwood and solid amber.",https://images-eu.ssl-images-amazon.com/images/I/31RycZ-mPNL.jpg,BBB0033,133883,"Top notes of ginger pepper cocktail, raindrop accord and chilled sudachi,An aromatic heart of black basil, cedar leaf and hydroponic sage,A drydown of creamy suede, addictive patchouli, Brazilian redwood and solid amber,A fresh oriental with freshness and appeal,30 ml bottle",22.53,Aftershaves,Men,"15 x 15 x 10 cm",15,15,10,"240 g"
8002135111479,B00KE264S6,Ferrari,https://www.amazon.co.uk/dp/B00KE264S6,"Ferrari Scuderia Ferrari - Red Aftershave Lotion 75 ml",https://images-eu.ssl-images-amazon.com/images/I/31Wo8Ep8ZSL.jpg,Fer111479,374078,,35.95,Aftershaves,Post-Treatments,NA,NA,,,"181 g"
870283005852,B005Z6APT0,FCUK,https://www.amazon.co.uk/dp/B005Z6APT0,"Friction FCUK Him EDT Spray 100ml. FCUK FCUK Friction for Him fragrance is a Aromatic Fruity fragrance family for Men. This fragrance is new. FCUK Friction for Him was launched in 2012. The fragrance contains mandarin, fruity notes, lavender, coconut, geranium, sea water, cardamom, rum, amber, leather, musk and patchouli.",https://images-eu.ssl-images-amazon.com/images/I/41vlejiubnL.jpg,220679,1627,"Brand: FCUK,Eau De Toilette,For Men",10.00,Aftershaves,Men,"12.7 x 22.9 x 17.8 cm ; 376 g",12.7,22.9,17.8,"376 g"
8411061341803,B015XARGXA,"Carolina Herrera",https://www.amazon.co.uk/dp/B015XARGXA,"Launched by the design house of Carolina Herrera in the year 1999. This woody aromatic fragrance has a blend of spices, bergamot, ginger, green pepper, gardenia, violet, labdanum, sandalwood, musk, guaiac wood, vetiver, and incense notes.",https://images-eu.ssl-images-amazon.com/images/I/31reB2%2B-HsL.jpg,10,183370,,27.95,"Eau de Toilette","Health & Personal Care","25.4 x 25.4 cm ; 4.54 g",25.4,"25.4 cm ; 4.54 g",,"907 g"
8411061341704,B0009OAHKK,"Carolina Herrera",https://www.amazon.co.uk/dp/B0009OAHKK,"Launched by the design house of Carolina Herrera in 1997, 212 for Men is a refreshing, flowery fragrance possessing a blend of a floral, yet totally masculine tones. It is recommended for office wear.",https://images-eu.ssl-images-amazon.com/images/I/41vuv-1cH%2BL.jpg,CAROLINA-341704,47071,"Fragrance by the designer house of Carolina herrera,A woody floral musk,Top notes: Spices, petit grain, lavender, green notes, grapefruit, bergamot,Middle notes: Ginger, green pepper, gardenia, violet, sage,Base notes: Labdanum, sandalwood, musk, guaiac wood, vetiver, incense",28.76,Aftershaves,Men,"5.1 x 15.2 x 5.1 cm ; 99.8 g",5.1,15.2,5.1,"99.8 g"
8411061723777,B005EWF2A2,"Carolina Herrera",https://www.amazon.co.uk/dp/B005EWF2A2,"Carolina Herrera 212 VIP Eau de Toilette 50ml for men is available at Forget Flowers. The top notes for this fragrance is fresh spicy and woody with middle notes of vodka and animalic. Finally the fragrance is left with a base note of a green scent. Forget Flowers also offer in the range Eau de Toilette 100ml and Aftershave Splash 100ml. Available to buy online today.",https://images-eu.ssl-images-amazon.com/images/I/51M3tk7pEgL.jpg,216294,42075,"Fragrance by Carolina Herrera,Rich woody oriental scent,212 Sexy Manembodies the urban sensuality of the New York cityscape.,Top notes of caviar and lime,A heart of chilled vodka and frozen mint",35.70,"Eau de Toilette",Men,"5.1 x 5.1 x 10.2 cm ; 454 g",5.1,5.1,10.2,"454 g"
088300196890,B0012RR19I,"Calvin Klein",https://www.amazon.co.uk/dp/B0012RR19I,"Fresh but warm; a tension that creates sexiness. Spontaneous sexy connectedCK IN2U him is a fresh woody oriental that penetrates with lime gin fizz and rushes into a combination of cool musks that radiate from top to bottom and leaves you wanting more.",https://images-eu.ssl-images-amazon.com/images/I/31F4poNO7cL.jpg,152415,126154,"CK IN2U Eau  De Toilette 100ml Spray For Men From Calvin Klein,Eau  De Toilette,CK IN2U,Spray,100ml",18.52,"Eau de Toilette",Men,"15.2 x 12.7 x 10.2 cm",15.2,12.7,10.2,"381 g"
088300196920,B002IKQM0C,"Calvin Klein",https://www.amazon.co.uk/dp/B002IKQM0C,"Top notes are lemon and tomato leaf; middle notes are allspice and cacao pod; base notes are vetiver, cedar and white musk. This is a modern frangrance with a fresh aromatic smell.",https://images-eu.ssl-images-amazon.com/images/I/2117eJ8h4fL.jpg,11325,253770,"we do not ship to Jersey islands, Channel islands, Man islands",17.16,"Eau de Toilette",Men,NA,NA,,,"240 g"
5012874248544,B000Q38094,Beckham,https://www.amazon.co.uk/dp/B000Q38094,"A modern woody-spicy accord radiating warmth and sensuality. A heady mix of energy, vibrancy, comfort and warmth. Intimately Beckham Men by David & Victoria Beckham is a Aromatic Fougere fragrance for men. Intimately Beckham Men was launched in 2006. Top notes: Grapefruit, Bergamot, Cardamom Middle notes: Nutmeg, Violet, Star Anise Base notes: Sandalwood, Amber, Patchouli",https://images-eu.ssl-images-amazon.com/images/I/41a05CdOZ%2BL.jpg,15000025000,18141,"Epitome of modern masculine sophistication,A heady mix of energy, vibrancy, comfort and warmth,A woody-spicy fragrance, Epitome of modern masculine sophistication",7.93,Aftershaves,"Health & Personal Care","15.2 x 12.7 x 10.2 cm ; 454 g",15.2,12.7,10.2,"454 g"
5012874248568,B003NLXHOO,"David Beckham",https://www.amazon.co.uk/dp/B003NLXHOO,"David & Victoria Beckham Intimately Men Eau de Toilette 50ml Spray - Fragranze > Per Lui - Intimately - David & Victoria Beckham - Eau de Toilette",https://images-eu.ssl-images-amazon.com/images/I/41D4XkMmSML.jpg,,706379,"This product is original,Brand: David & Victoria Beckham,Boxed as bought at shop",14.00,"Eau de Toilette",Men,NA,NA,,,"4.16 Kg"
5012874248872,B001RVJ9RG,Beckham,https://www.amazon.co.uk/dp/B001RVJ9RG,"David Beckham",https://images-eu.ssl-images-amazon.com/images/I/315UUWqzMwL.jpg,,79150,"Intimately beckham by beckham for men - eau de toilette, 75ml",9.99,"Eau de Toilette",Men,NA,NA,,,"454 g"
3349668515660,B074P7R2N2,"Paco Rabanne",https://www.amazon.co.uk/dp/B074P7R2N2,"Paco Rabanne Invictus 100ml Aftershave",,INVICTUS-55742,,"Paco Rabanne",,"Eau de Toilette",Men,NA,NA,,,"150 Kg"
3423470485547,B0018S47JS,"Issey Miyake",https://www.amazon.co.uk/dp/B0018S47JS,"Launched in 1993 this is a fresh yet warm, woody scent accented with spicy notes. It has top notes of juniper, bergamot and lavender, middle notes of sage, coriander and freesia and base notes of sandalwood, moss and cedar.",https://images-eu.ssl-images-amazon.com/images/I/41GE2e4efIL.jpg,3423470485547,13232,"Issey Miyake L'Eau D'Issey Pour Homme Edt Spray  40 ml,Issey Miyake L'Eau D'Issey Pour Homme Edt Spray  40 ml,Fragrance from the designer house of Issey Miyake,Note-Adult use Only.Middle notes are sage, coriander and freesia",23.21,"Eau de Cologne",Men,"1 x 1 x 1 cm ; 159 g",1,1,1,"159 g"
3423470311358,B0009OAHVO,"Issey Miyake",https://www.amazon.co.uk/dp/B0009OAHVO,,https://images-eu.ssl-images-amazon.com/images/I/31ftS8LS2QL.jpg,120248,1432,"Men's fragrance by the designer house of Issey Miyake,A woody aquatic aftershave.Note-Adult use Only,Top notes: bergamot, lemon, tarragon,Middle notes: nutmeg, water lily,Base notes: tobacco, sandalwood, vetiver, cedar, musk",37.00,"Eau de Cologne",Men,"5.1 x 5.1 x 15.2 cm ; 99.8 g",5.1,5.1,15.2,"99.8 g"
3423470486025,B00BGESDLW,"Issey Miyake",https://www.amazon.co.uk/dp/B00BGESDLW," The fragrance features citrus notes of mandarin orange zest, enhanced with bergamot, yuzu and sweet orange, which give way to a spice combination of cardamom, cinnamon, nutmeg and saffron. Blue water lily adds the unmistakeable L'Eau d'Issey pour Homme signature. Black incense, ambergris, benzoin and papyrus wood essence feature in the deep, woody dry-down.<br />",https://images-eu.ssl-images-amazon.com/images/I/41cpt99Z4nL.jpg,p3_p0590994,206507,"Issey Miyake Intense EDT for Him ",23.95,"Eau de Toilette",Men,NA,NA,,,"299 g"
3423474884254,B01D36MXG6,"Issey Miyake",https://www.amazon.co.uk/dp/B01D36MXG6,"An aromatic fruity fragrance opening with top notes of kiwi, grapefruit, and coriander, heart notes of pineapple and nutmeg, and base notes of vetiver and cypress.",https://images-eu.ssl-images-amazon.com/images/I/418ApQprOQL.jpg,M-5264,84904,"Perfumes and fragances - eau de cologne Issey Miyake L'eau d'Issey Pour Homme Summer Edit.,Issey - PI179901 - eau de cologne Issey Miyake L'eau d'Issey Pour Homme Summer Edit.,Summer edition 2016 - eau de cologne,125ml,eau de cologne Issey Miyake L'eau d'Issey Pour Homme Summer Edit. by the brand Issey for Men - Ref. PI179901",33.58,Aftershaves,Men,"8.1 x 4.3 x 19 cm ; 132 g",8.1,4.3,19,"132 g"
3414200064064,B008UZBLZK,Joop!,https://www.amazon.co.uk/dp/B008UZBLZK,,https://images-eu.ssl-images-amazon.com/images/I/41w4nDlIswL.jpg,"Joop Go",168714,,24.00,Categories,Beauty,NA,NA,,,"322 g"
3414206414009,B002GZFT26,Joop!,https://www.amazon.co.uk/dp/B002GZFT26,"Joop! Go Eau de Toilette Spray 30 ml",https://images-eu.ssl-images-amazon.com/images/I/41rPh9Owe%2BL.jpg,,,,21.67,"Eau de Toilette",Men,NA,NA,,,"159 g"
3414200064057,B00I8S748M,Joop!,https://www.amazon.co.uk/dp/B00I8S748M,"Joop! Go Eau de Toilette Spray 50 ml",https://images-eu.ssl-images-amazon.com/images/I/41Ed4eiA6xL.jpg,JOOP-064057,794257,"A woody, aromatic fragrance. It is energetic just like men who are wearing this scent. Always on the go, looking for the adventure.,Fragrance Family: Woody, Aromatic.,Top Notes: Bitter orange, Pimento, Rhubarb,Heart Notes: Geranium, Violet, Cypress,Base Notes: Balsam fir, Musk",21.62,"Eau de Toilette",Men,"4.8 x 6.8 x 15.4 cm",4.8,6.8,15.4,"200 g"
3414206000608,B073W6MF6X,GiftAffairs,https://www.amazon.co.uk/dp/B073W6MF6X,"Launched in 1989 this classic fragrance conveys a timeless statement of individuality and masculine sensuality. The first burst of cool, fresh spiciness from bergamot and cinnamon unfolds into a subtle, warm floral woody body.",https://images-eu.ssl-images-amazon.com/images/I/51QxI-fBw0L.jpg,,,,20.81,"Eau de Toilette",Men,NA,NA,,,"200 g"
3607345809915,B005MQNX2Y,Joop!,https://www.amazon.co.uk/dp/B005MQNX2Y,"Joop for Men conveys a timeless statement of individuality and masculine sensulaity. The first burst of cool, fresh spiciness from bergamot and cinnamon unfolds into a subtle, warm floral woody body.",https://images-eu.ssl-images-amazon.com/images/I/51GFufaHYzL.jpg,3607345809915,4259,"A timeless statement of individuality and masculine sensuality,This classic, trendsetting fragrance of originality and contrasts celebrates the diversity of the complex male personality,Refined, oriental and woody fragrance,Scent possesses a blend of cinnamon, jasmine, honey, tobacco and vetiver,200 ml bottle",36.00,Aftershaves,Women,"12.7 x 22.9 x 17.8 cm ; 454 g",12.7,22.9,17.8,"454 g"
3414206000615,B000NWGM8O,Joop!,https://www.amazon.co.uk/dp/B000NWGM8O,"Launched in 1989 this classic fragrance conveys a timeless statement of individuality and masculine sensuality. The first burst of cool, fresh spiciness from bergamot and cinnamon unfolds into a subtle, warm floral woody body.",https://images-eu.ssl-images-amazon.com/images/I/41dEHxTJZCL.jpg,117512,871,"Fragrance from Joop,An aftershave for men,Sharp oriental and woody fragrance,A blend of cinnamon, jasmine, honey, tobacco and vetiver,Volume: 75 ml bottle",15.00,Aftershaves,Post-Treatments,"5.1 x 6.4 x 12.7 cm ; 249 g",5.1,6.4,12.7,"249 g"
3414206000592,B007WA8EL8,Joop!,https://www.amazon.co.uk/dp/B007WA8EL8,"Make a statement with JOOP! Homme Eau de Toilette 75ml, a woody-floral men's fragrance that celebrates individuality and masculine sensuality, Celebrate diversity and spontaneity with an aftershave that evolves with every unique note, unveiling its individuality. Fragrance Family: Floral/Woody Key Notes Top Notes: Orange Blossom Heart Notes: Cinnamon Base Notes: Amber The perfect match for the modern man who likes to show off his individuality and flair, the bold fuchsia 75ml perfume bottle is both daring and trend-setting, holding a complex juice within. Lift off the masculine black cap to reveal the cool men's aftershave; opening with fresh citrusy top notes of orange blossom and bergamot as an enticing initial fragrance. Moving through to a spicy heart of cinnamon, warming through each individual note of the scent, before drying down to a lingering amber base. Hints of musk and tonka bean round off the fragrance to a sensual finish, bringing the contrasting fragrance to a bold conclusion. Original, distinctive, cool. Spray JOOP! Homme onto skin to unveil a unique scent, representing the confident personality and character of the modern man of today. Enjoy a scent that lasts, as JOOP Homme is enriched with allantoin and hamamelis, to soothe and condition just-shaved skin whilst wearing your new scent.",https://images-eu.ssl-images-amazon.com/images/I/31VLlFjQpvL.jpg,3414206000592,19440,"top notes of orange blossom and bergamot as an enticing initial fragrance",19.90,Aftershaves,Men,NA,NA,,,"281 g"
