name,asin,Good,Good_S,VeryGood_S,Acceptable_S,LIKEnew_S,VeryGood,Acceptable,LIKEnew,isbn,ean,title,Product_Page_Link,brand,Publisher,manufacturer,publicationdate,Edition,numberofpages,salesrank,New_MFN_Price,packagedimensions_height,packagedimensions_length,packagedimensions_width,packagedimensions_weight,itemdimensions_height,itemdimensions_length,itemdimensions_width,itemdimensions_weight,label,buybox_price,totalnew,totalused,totalcollectible,totalrefurbished,status1
"Library - Family Room - Bookcase 6",0385242611,4.99,0.00,0.00,0.00,,4.99,5.99,,0385242611,9780385242615,"Labyrinths of Reason: Paradox, Puzzles, and the Frailty of Knowledge",https://www.amazon.com/dp/0385242611,,"Anchor Press / Doubleday","Anchor Press / Doubleday",1988-10-15,1st,274,832945,$11.98,90,930,630,125,,,,,"Anchor Press / Doubleday",$16.95,17,63,5,0,11
"Library - Family Room - Bookcase 6",0452270308,4.56,1.00,0.00,0.00,,5.99,5.99,,0452270308,9780452270305,"Return of the Portable Curmudgeon",https://www.amazon.com/dp/0452270308,,Plume,Plume,1995-09-01,,338,1075662,$55.55,110,620,550,230,624,556,93,,Plume,,4,22,1,0,11
"Library - Family Room - Bookcase 6",0812974158,4.83,0.00,0.00,3.96,,4.99,0.94,,0812974158,9780812974157,"The 19th Wife: A Novel",https://www.amazon.com/dp/0812974158,"Random House Trade Paperbacks","Random House Trade Paperbacks","Random House Trade Paperbacks",2009-06-02,Reprint,514,71681,$2.96,130,790,520,65,800,523,111,94,"Random House Trade Paperbacks",$10.73,80,359,6,0,11
"Library - Family Room - Bookcase 6",0805034544,4.92,0.00,0.00,0.00,,5.99,4.92,,0805034544,9780805034547,"The Cold War: A History",https://www.amazon.com/dp/0805034544,"Martin Walker","Holt Paperbacks","Holt Paperbacks",1995-06-15,,416,406577,$4.23,120,790,550,70,828,562,115,95,"Holt Paperbacks",$12.45,34,109,3,0,11
"Library - Family Room - Bookcase 6",1591840104,4.99,0.00,3.96,4.89,0.00,1.09,0.10,5.87,1591840104,9781591840107,"Why Smart Executives Fail: And What You Can Learn from Their Mistakes",https://www.amazon.com/dp/1591840104,,"Portfolio Hardcover","Portfolio Hardcover",2003-06-02,"First Edition",318,655760,$6.93,120,890,620,115,934,638,110,,"Portfolio Hardcover",$6.95,18,87,4,0,11
"Library - Family Room - Bookcase 6",0029213711,5.48,0.00,0.00,0.00,,5.60,5.53,,0029213711,9780029213711,"Mintzberg on Management",https://www.amazon.com/dp/0029213711,,"Free Press","Free Press",1989-07-01,,418,1499203,$47.40,140,920,640,155,957,645,141,,"Free Press",,8,50,1,0,11
"Library - Family Room - Bookcase 6",0316882941,7.17,5.59,3.99,0.00,,8.78,12.76,,0316882941,9780316882941,"One Best Way Frederick Winslow Taylor",https://www.amazon.com/dp/0316882941,,"Little Brown Company","Little Brown Company",1997-12-04,,480,5003598,$161.15,180,940,640,243,630,953,161,229,"Little Brown Company",,2,10,0,0,11
"Library - Family Room - Bookcase 6",006015862X,4.25,1.00,,3.96,,,1.29,,006015862X,9780060158620,"Morris Dictionary of Word and Phrase Origins",https://www.amazon.com/dp/006015862X,,"Collins Reference","Collins Reference",1988-05-17,Subsequent,688,374159,$9.66,140,930,650,160,925,613,197,188,"Collins Reference",$9.66,10,87,2,0,11
"Library - Family Room - Bookcase 6",0385476035,4.99,0.00,3.99,,,0.01,,,0385476035,9780385476034,"No More Teams!: Mastering the Dynamics of Creative Collaboration",https://www.amazon.com/dp/0385476035,"Michael Schrage","Currency Doubleday","Currency Doubleday",1995-04-01,Reprint,272,2230621,$7.94,66,850,550,90,850,550,50,77,"Currency Doubleday",$13.41,29,58,2,0,11
"Library - Family Room - Bookcase 6",0786302356,1.50,3.99,0.00,4.89,0.00,4.99,0.10,5.59,0786302356,9780786302352,"Get Better or Get Beaten!: 31 Leadership Secrets from GE's Jack Welch",https://www.amazon.com/dp/0786302356,,"Irwin Professional Pub","Irwin Professional Pub",1994-04-01,"First Printing",160,3531297,$0.33,80,810,550,65,850,575,75,77,"Irwin Professional Pub",$0.33,22,37,2,0,11
"Library - Family Room - Bookcase 6",0201550377,4.92,0.00,0.00,,3.99,4.99,,1.44,0201550377,9780201550375,"Finance And Accounting For Non-financial Managers, 3e, All The Basics You Need To Know",https://www.amazon.com/dp/0201550377,"Perseus Books","Basic Books","Basic Books",1990-01-21,Subsequent,600,2346990,$0.99,60,930,660,105,1000,650,50,,"Basic Books",$0.99,29,111,2,0,11
"Library - Family Room - Bookcase 6",0060170433,5.01,0.00,0.00,0.00,,5.99,5.99,,0060170433,9780060170431,"Rough Magic: Bill Walsh's Return to Stanford Football",https://www.amazon.com/dp/0060170433,,Harpercollins,Harpercollins,1994-07-01,1st,289,1346441,$26.55,130,930,610,125,950,650,125,,Harpercollins,,10,51,9,0,11
"Library - Family Room - Bookcase 6",0679411607,4.59,0.00,0.00,4.89,0.00,4.99,0.10,4.59,0679411607,9780679411604,"Billions and Billions: Thoughts on Life and Death at the Brink of the Millennium",https://www.amazon.com/dp/0679411607,"Random House Inc","Random House","Random House",1997-06-02,1st,244,1191706,$3.97,120,1000,630,120,975,650,125,,"Random House",,26,131,9,0,11
"Library - Family Room - Bookcase 6",0671685260,4.92,0.00,0.00,0.00,3.99,4.99,5.42,2.95,0671685260,9780671685263,"The Body/Mind Purification Program",https://www.amazon.com/dp/0671685260,,Fireside,Fireside,1990,"First Edition. First Printing.",190,3900432,$3.85,70,920,650,10,920,60,650,,Fireside,$7.84,12,32,2,0,11
"Library - Family Room - Bookcase 6",0394742788,6.48,0.00,0.00,,3.99,6.48,,9.50,0394742788,9780394742786,"THE INVISIBLE UNIVERSE",https://www.amazon.com/dp/0394742788,,Vintage,Vintage,1987-03-12,"1st Vintage Books ed",195,15087545,$4.85,70,910,630,40,,,,,Vintage,$4.85,6,15,1,0,11
"Library - Family Room - Bookcase 6",0316309974,4.99,0.00,3.99,3.99,3.99,4.49,1.00,4.49,0316309974,9780316309974,"How to Buy Technology Stocks",https://www.amazon.com/dp/0316309974,,"Little, Brown","Little, Brown",1996-10-01,Subsequent,240,4396253,$3.32,87,906,598,101,925,613,63,,"Little, Brown",$3.32,8,21,1,0,11
"Library - Family Room - Bookcase 6",0671528181,6.04,0.00,3.99,,0.00,2.07,,6.04,0671528181,9780671528188,"Dismantling the Universe: The Nature of Scientific Discovery",https://www.amazon.com/dp/0671528181,,"Holiday House","Holiday House",1984-11,,224,10611486,$5.95,70,840,530,55,,,,,"Holiday House",,4,14,1,0,11
"Library - Family Room - Bookcase 6",007065090X,4.92,0.00,0.00,,3.96,4.99,,1.99,007065090X,9780070650909,"The Articulate Executive: Learn to Look, Act, and Sound Like a Leader",https://www.amazon.com/dp/007065090X,,McGraw-Hill,McGraw-Hill,1995-09-01,,204,1375484,$9.99,90,840,620,100,900,600,75,1014,McGraw-Hill,,12,35,2,0,11
"Library - Family Room - Bookcase 6",0471144444,5.69,0.00,0.00,,3.99,5.00,,3.45,0471144444,9780471144441,"The Investor's Guide to the Net: Making Money Online",https://www.amazon.com/dp/0471144444,"Paul B Farrell",Wiley,Wiley,1996-02-07,1,416,7180931,$3.95,94,906,740,154,917,748,98,153,Wiley,$3.95,26,22,1,0,11
"Library - Family Room - Bookcase 6",0963962906,0.10,4.89,0.00,0.00,0.00,5.59,5.99,5.99,0963962906,9780963962904,"Healthy at 100: 7 Steps to a Century of Great Health",https://www.amazon.com/dp/0963962906,,"Shot Tower Books","Shot Tower Books",1994-10-01,,265,3781133,$3.00,70,890,590,95,925,575,75,,"Shot Tower Books",,8,31,1,0,11
"Library - Family Room - Bookcase 6",0671746219,4.92,0.00,0.00,0.00,,5.28,4.92,,0671746219,9780671746216,"Dr. Deming: The American Who Taught the Japanese About Quality",https://www.amazon.com/dp/0671746219,Touchstone,Touchstone,Touchstone,1991-09-15,1,304,424011,$5.34,69,850,550,102,844,550,80,86,Touchstone,$16.47,34,123,1,0,11
"Library - Family Room - Bookcase 6",0812926315,5.26,0.00,0.00,0.00,,5.99,6.39,,0812926315,9780812926316,"Company Man:: The Rise and Fall of Corporate Life",https://www.amazon.com/dp/0812926315,,"Crown Business","Crown Business",1995-09-26,1,353,3363452,$3.90,118,956,665,151,950,700,125,,"Crown Business",$3.90,9,30,2,0,11
"Library - Family Room - Bookcase 6",0671725017,4.99,0.00,0.00,,,4.99,,,0671725017,9780671725013,"The Examined Life: Philosophical Meditations",https://www.amazon.com/dp/0671725017,"Simon & Schuster","Simon & Schuster","Simon & Schuster",1990-12-15,6th,308,423701,$4.34,80,920,610,75,925,612,100,79,"Simon & Schuster",$9.98,41,164,2,0,11
"Library - Family Room - Bookcase 6",0684845903,4.99,0.00,0.00,,,4.99,,,0684845903,9780684845906,"The Unemotional Investor : Simple Systems for Beating the Market",https://www.amazon.com/dp/0684845903,,"Simon & Schuster","Simon & Schuster",1998-05-12,,240,2867681,$2.99,90,940,640,90,1000,650,125,110,"Simon & Schuster",$15.99,21,66,2,0,11
"Library - Family Room - Bookcase 6",0735200009,4.99,0.00,0.00,0.00,0.00,4.99,4.99,4.99,0735200009,9780735200005,"Contrarian Investing",https://www.amazon.com/dp/0735200009,"Brand: Prentice Hall Pr","Prentice Hall Pr","Prentice Hall Pr",1998-01-01,,268,1072499,$7.25,120,900,630,145,925,650,100,110,"Prentice Hall Pr",,13,61,6,0,11
"Library - Family Room - Bookcase 6",0812963776,5.34,0.00,0.00,0.00,0.00,5.48,5.34,5.35,0812963776,9780812963779,"In Sam We Trust: The Untold Story of Sam Walton and Wal-Mart, the World's Most Powerful Retailer",https://www.amazon.com/dp/0812963776,,"Crown Business","Crown Business",1998-10-20,1,413,1318561,$3.29,140,930,630,175,950,650,150,,"Crown Business",,8,35,2,0,11
"Library - Family Room - Bookcase 6",0029279534,2.72,3.99,3.99,,0.00,3.00,,5.69,0029279534,9780029279533,"Marketing Strategy",https://www.amazon.com/dp/0029279534,,"Free Press","Free Press",1991-02-04,,319,7318539,$5.91,142,937,638,154,975,625,125,,"Free Press",$5.91,9,12,1,0,11
"Library - Family Room - Bookcase 6",0671777831,2.00,3.99,3.99,0.00,3.99,3.10,5.99,2.50,0671777831,9780671777838,"It Only Takes One: How to Create the Right Ideas & Make It Happen",https://www.amazon.com/dp/0671777831,,Fireside,Fireside,1992-05-15,,208,6512019,$4.79,60,790,520,55,100,820,540,,Fireside,,4,8,1,0,11
"Library - Family Room - Bookcase 6",1895958008,4.99,0.00,0.00,0.00,,5.26,4.98,,1895958008,9781895958003,"Freedom from Disease: How to Control Free Radicals, a Major Cause of Aging and Disease",https://www.amazon.com/dp/1895958008,"Brand: Veda Pub","Veda Pub","Veda Pub",1993-10-01,,360,2467972,$3.99,80,880,580,145,900,600,75,,"Veda Pub",,9,41,1,0,11
"Library - Family Room - Bookcase 6",0936399961,8.18,5.02,3.99,,3.99,0.01,,3.99,0936399961,9780936399966,"Great Destinations: Napa & Sonoma Book : Complete Guide (4th Ed)",https://www.amazon.com/dp/0936399961,,"Berkshire House Publishers","Berkshire House Publishers",1998-06-25,4th,330,18390454,$3.00,90,890,590,105,900,600,100,,"Berkshire House Publishers",,2,7,1,0,11
"Library - Family Room - Bookcase 6",0743277783,4.99,0.00,0.00,0.00,0.00,4.92,5.28,5.04,0743277783,9780743277785,"Lean Solutions: How Companies and Customers Can Create Value and Wealth Together",https://www.amazon.com/dp/0743277783,,"Free Press","Free Press",2005-10-11,1,368,945753,$9.00,130,930,630,120,925,612,110,119,"Free Press",$13.95,12,75,2,0,11
"Library - Family Room - Bookcase 6",0201604809,1.73,3.99,0.00,0.00,3.99,5.69,5.99,1.49,0201604809,9780201604801,"E-Business: Roadmap for Success (Addison-Wesley Information Technology Series)",https://www.amazon.com/dp/0201604809,,Addison-Wesley,Addison-Wesley,1999-06-01,1,378,10515994,$5.50,80,910,760,125,950,750,100,132,Addison-Wesley,$6.29,13,45,1,0,11
"Library - Family Room - Bookcase 6",1560793732,1.89,3.99,3.99,3.99,3.99,4.96,10.00,4.00,1560793732,9781560793731,"Quantum Companies: 100 Companies That Will Change the Face of Tomorrow's Business",https://www.amazon.com/dp/1560793732,"Brand: Petersons",Petersons,Petersons,1994-10-01,,342,12813719,$4.66,120,1000,720,420,1000,725,125,110,Petersons,$4.66,10,13,0,0,11
"Library - Family Room - Bookcase 6",0752594761,,,,,0.00,,,3.96,0752594761,9780752594767,"Smoothies and Juices, Simple and Delicious Easy-to-Make Recipes",https://www.amazon.com/dp/0752594761,,"Parragon Puclishing","Parragon Puclishing",2002,,96,7822130,$4.00,70,1110,880,165,,,,,"Parragon Puclishing",,8,49,0,0,11
"Library - Family Room - Bookcase 6",0385504209,0.01,3.99,3.99,3.99,3.99,0.01,0.01,0.01,0385504209,9780385504201,"The Da Vinci Code",https://www.amazon.com/dp/0385504209,PBS,Doubleday,Doubleday,2003-04,1st,454,34813,$0.03,161,929,610,165,950,650,120,112,Doubleday,$18.16,380,2162,159,0,11
"Library - Family Room - Bookcase 6",0785817069,5.44,0.00,3.99,,0.00,2.00,,5.99,0785817069,9780785817062,"Eat Fish, Live Better",https://www.amazon.com/dp/0785817069,,Castle,Castle,2003-02-01,,400,11172228,$2.99,139,946,641,160,925,600,125,,Castle,,12,13,0,0,11
"Library - Family Room - Bookcase 6",0571143040,5.47,0.00,0.00,3.99,,5.47,1.32,,0571143040,9780571143047,"Devices and Desires",https://www.amazon.com/dp/0571143040,,"Book of the Month Club","Book of the Month Club",1990,BMOC,433,5775192,,102,835,559,110,,,,,"Book of the Month Club",,0,53,2,0,11
"Library - Family Room - Bookcase 6",0195121538,5.00,3.99,4.53,0.00,3.98,9.85,13.83,9.99,0195121538,9780195121537,"Mythology: The Voyage of the Hero",https://www.amazon.com/dp/0195121538,"David Adams Leeming","Oxford University Press","Oxford University Press",1998-05-28,3,288,2879454,$32.76,100,878,690,135,930,630,120,135,"Oxford University Press",$60.00,22,17,0,0,11
"Library - Family Room - Bookcase 6",0060162562,4.99,0.00,0.00,4.89,,4.99,0.10,,0060162562,9780060162566,"Newton's Madness: Further Tales of Clinical Neurology",https://www.amazon.com/dp/0060162562,,Harpercollins,Harpercollins,1990-04-01,1st,218,1709160,$3.41,110,950,650,120,,,,,Harpercollins,,12,80,4,0,11
"Library - Family Room - Bookcase 6",0060172096,4.92,0.00,0.00,,,4.99,,,0060172096,9780060172091,"The Re-Enchantment of Everyday Life",https://www.amazon.com/dp/0060172096,,Harpercollins,Harpercollins,1996-05-01,1st,416,75183,$5.00,150,930,580,130,1000,625,150,,Harpercollins,$13.49,35,250,19,0,11
"Library - Family Room - Bookcase 6",0440500478,1.00,3.99,3.99,,,1.99,,,0440500478,9780440500476,"LAST LION: ALONE",https://www.amazon.com/dp/0440500478,,Laurel,Laurel,1989-09-03,"Edition Unstated",800,2877532,$4.00,200,800,550,175,,,,,Laurel,$4.00,7,82,4,0,11
"Library - Family Room - Bookcase 6",1883974119,6.55,0.00,0.00,,3.99,6.55,,71.74,1883974119,9781883974114,"Mind Map: Your Guide to Prosperity and Fulfillment",https://www.amazon.com/dp/1883974119,,"Health Associates Ltd","Health Associates Ltd",1993-10-01,0,154,5042033,$18.79,70,890,600,60,,,,,"Health Associates Ltd",,5,9,1,0,11
"Library - Family Room - Bookcase 6",0060920432,1.50,3.99,0.00,0.00,,5.66,5.02,,0060920432,9780060920432,"Flow: The Psychology of Optimal Experience",https://www.amazon.com/dp/0060920432,"Harper Perennial","Harper Perennial","Harper Perennial",1991-03-13,"First Edition",320,735195,$22.78,50,930,730,80,800,531,72,0,"Harper Perennial",,16,162,1,0,11
"Library - Family Room - Bookcase 6",0062514784,5.63,0.00,0.00,0.00,0.00,5.81,5.99,5.88,0062514784,9780062514783,"The Book of Secrets: The Way to Wealth and Success : A Fable",https://www.amazon.com/dp/0062514784,,Harpercollins,Harpercollins,1997-06-01,1st,186,2497903,$4.56,78,859,519,66,875,525,75,,Harpercollins,$15.54,13,28,3,0,11
"Library - Family Room - Bookcase 6",0141024038,0.85,3.99,0.00,3.99,,5.47,0.85,,0141024038,9780141024035,"Pride And Prejudice Tie In",https://www.amazon.com/dp/0141024038,,"Penguin UK","Penguin UK",2005-09-27,"Film Tie-in Ed",352,2160593,$54.26,134,748,504,57,780,508,114,,"Penguin UK",,4,34,1,0,11
"Library - Family Room - Bookcase 6",0393046346,5.79,0.00,,0.00,0.00,,5.79,5.99,0393046346,9780393046342,"The Greatest Benefit to Mankind: A Medical History of Humanity",https://www.amazon.com/dp/0393046346,,"W W Norton & Co Inc","W W Norton & Co Inc",1998-04-01,1,831,649464,$22.47,172,959,649,266,975,650,175,,"W W Norton & Co Inc",,11,79,5,0,11
"Library - Family Room - Bookcase 6",0873373960,10.74,0.00,,,,,,,0873373960,9780873373968,"Trademark: Legal Care for your Business and Product Names",https://www.amazon.com/dp/0873373960,"Brand: Nolo",Nolo,Nolo,1997-12-01,3,352,9193728,$9.14,90,1070,820,185,1100,850,75,,Nolo,,6,5,0,0,11
"Library - Family Room - Bookcase 6",1556156596,1.99,3.99,3.99,3.99,3.99,2.25,2.99,17.99,1556156596,9781556156595,"The Ultimate Microsoft Office Book",https://www.amazon.com/dp/1556156596,,"Microsoft Press","Microsoft Press",1994-10-01,,323,14927027,$68.94,100,920,740,235,925,741,87,,"Microsoft Press",,2,10,1,0,11
"Library - Family Room - Bookcase 6",0765197111,5.27,0.00,0.00,0.00,,5.59,5.99,,0765197111,9780765197115,"The New Robert's Rules of Order",https://www.amazon.com/dp/0765197111,,"Smithmark Pub","Smithmark Pub",1996-06-01,,313,3294028,$12.24,130,820,590,120,875,600,100,,"Smithmark Pub",,6,33,1,0,11
"Library - Family Room - Bookcase 6",0062702084,5.24,0.00,,3.96,,,1.29,,0062702084,9780062702081,"The New Lifetime Reading Plan",https://www.amazon.com/dp/0062702084,,Harpercollins,Harpercollins,1997-11-01,Subsequent,378,653463,$15.95,170,930,580,175,975,625,125,,Harpercollins,$15.95,10,66,1,0,11
"Library - Family Room - Bookcase 6",0192141295,7.97,0.00,3.99,0.00,,6.50,7.97,,0192141295,9780192141293,"The Oxford Book of Death",https://www.amazon.com/dp/0192141295,,"Oxford University Press","Oxford University Press",1983-06-02,Notations,368,1574093,$37.76,142,850,567,128,875,569,128,,"Oxford University Press",,10,40,1,0,11
"Library - Family Room - Bookcase 6",0631205888,2.14,3.99,,3.96,3.99,,2.02,17.99,0631205888,9780631205883,"Metaphysics: The Big Questions (Philosophy: The Big Questions)",https://www.amazon.com/dp/0631205888,"Brand: Wiley-Blackwell",Wiley-Blackwell,Wiley-Blackwell,1998-11-17,,512,1305586,$75.28,150,962,676,195,960,680,140,,Wiley-Blackwell,,5,26,0,0,11
"Library - Family Room - Bookcase 6",0733301525,110.34,3.99,0.00,,,32.93,,,0733301525,9780733301520,"Dreams: Signs of Things to Come",https://www.amazon.com/dp/0733301525,,"ABC Books","ABC Books",1994-06-01,,112,19683705,,47,835,528,49,,,,,"ABC Books",,0,3,0,0,11
"Library - Family Room - Bookcase 6",0061316865,6.53,0.00,,0.00,,,6.52,,0061316865,9780061316869,"On Certainty (English and German Edition)",https://www.amazon.com/dp/0061316865,,"Harper & Row","Harper & Row",1972-09-06,,192,68610,$7.50,60,770,520,35,800,531,43,32,"Harper & Row",$14.52,34,57,0,0,11
"Library - Family Room - Bookcase 6",1559722509,1.29,3.96,0.00,0.00,0.00,5.46,5.99,5.69,1559722509,9781559722506,"Oprah Winfrey: The Real Story",https://www.amazon.com/dp/1559722509,,Citadel,Citadel,1994-10-01,"First Edition",376,3388902,$3.00,150,925,610,190,0,0,0,,Citadel,,16,91,14,0,11
"Library - Family Room - Bookcase 6",0878770534,2.23,3.99,3.99,0.00,,5.62,6.23,,0878770534,9780878770533,"Numerology the Complete Guide, Volume I: The Personality Reading",https://www.amazon.com/dp/0878770534,"Brand: Newcastle Publishing Company","Newcastle Publishing Company","Newcastle Publishing Company",1988-09,,794,548670,$43.68,88,999,704,155,88,999,704,,"Newcastle Publishing Company",,4,35,2,0,11
"Library - Family Room - Bookcase 6",014019469X,1.00,3.99,0.00,3.99,,4.99,0.49,,014019469X,9780140194692,"Zen and the Art of Making a Living: A Practical Guide to Creative Career Design",https://www.amazon.com/dp/014019469X,,"Penguin Books","Penguin Books",1993-09-01,Ex-library,672,1501764,$11.00,160,900,720,200,918,770,151,,"Penguin Books",,11,133,5,0,11
"Library - Family Room - Bookcase 6",0316346624,4.92,0.00,,0.00,,,5.25,,0316346624,9780316346627,"The Tipping Point: How Little Things Can Make a Big Difference",https://www.amazon.com/dp/0316346624,"Hyperion EA","Back Bay Books","Back Bay Books",2002-01-07,,301,1909,$4.99,102,827,551,66,850,550,100,65,"Back Bay Books",$9.24,152,1127,16,0,11
